Index,item_id,seller_id,listing_title,listing_description,listing_price,category_sk,category_l1_name_en,category_l2_name_en,category_l3_name_en,listing_latitude,listing_longitude
19656,19655,5779,Girls Shoes For Sale Size 8,"NO TIME WAISTERS.
Still in very good condition, washed and clean,brands from Walkmates, funmates, lollypop and Ackermans. 9x pairs in bag.

PLEASE ONLY WHATSUP DURING OFFICE HOURS CAN'T ANSWER PERSONAL CALLS AT WORK",400,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.86403,28.08886
19660,19659,15306,Nuk Bottles for sale!,"Second hand Nuk bottles for sale.
Bottels is 2 years old",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
19691,19690,15326,Black stroller,Bambino stroller.used once.excellent condition,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.94382,29.22045
19702,19701,15336,Doll clothes,"Selling on behalf of my daughter doll clothes, 22 sets all for R550.",550,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.10367,27.95419
19900,19899,15472,Graco baby swing,Graco baby swing,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.71453,27.09705
19928,19927,4522,black scooter,For viewing mail Sms whtsapp Susan,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
20071,20070,15578,camping cot. loopring,Camping cot en loopring,450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.19915,27.67868
20398,20397,3664,Goodbaby feeding chair,I'm selling this feeding chair still in good condition call me if interested on 0781817140,350,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.51578,29.19139
20413,20412,4104,Tommy tippy bottle warmer,Tommy tippy bottle warmer still brand new,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
20437,20436,15840,Angelcare Nappy Bin,"Very good condition, no refill",70,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
20663,20662,15991,Scooter,Y bike scooter in good condition,80,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.91025,28.19125
20786,20785,16067,Graco travel system,"Graco travel system with base, all in good condition.",2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.10367,27.95419
20826,20825,16090,pram for sale,Baby pram for sale,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.18978,27.80183
20827,20826,5259,Medela double electric breast pump,"Medela double electric breast pump. Perfectly looked after. Includes city travelled carry bag, cooler bag and extra bottles.",6500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.04841,28.02621
20861,20860,16113,Little One Cot,"Still in excellent condition (did not use it much) 
Whatsapp me 0721035008",450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74773,27.88718
20997,20996,16210,Baby Decor,baby decor,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.14384,27.99519
21044,21043,16244,Jumping Castles Water Slide Kiddies Tables Chairs FOR HIRE,"Special Jumping Castles,Water Slides,Kiddies Table & Chairs For Hire in King Wliim's Town/Bhisho/Ilitha/Zwellisha and Surounding Arears.please Book Early.Call/WatsApp Deon Alexander: 084 5699 352)(082 5699 351.",500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-32.89381,27.4204
21171,21170,16334,Girls shoes - toddler sizes 8 and 9,Variety of girls shoes. Toddler sizes 8 and 9. Few my daughter barely wore. Prices ranging from R40 upwards.,40,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.10757,28.0567
21277,21276,4104,Cot and Camper like new,Chelino  6 in 1 cot like brand new all the parts R1000 Travlin Camper 4 in 1 mint condition + matress R900,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
21345,21344,16448,Baby pouch,Baby sling pouch carrier R250,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
21357,21356,16458,Elephant Support Cushions,Elephant support cushions / pillows,399,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.23259,28.24097
21360,21359,16461,Lindan bounce about,Lindam bounce about good condition,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.86403,28.08886
21424,21423,16505,Baby stuff,"Ek het die volgende tekoop.. Bambo stoeltjie- R200..
Chelino kar stoeltjie-R400..
Loop ring- R350..
Kan my kontak op 0620311545..",950,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.84282,26.77452
21428,21427,16508,Maxi Cosi car seat,Car seat for babies black and white in good condition,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.16003,27.86631
21429,21428,16509,NUK Medium teets,Nuk Medium teets,120,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.66923,27.24821
21471,21470,16541,Newborn and 0-3 month boys clothes.,"Ackermans
Woolies
Cotton on
Still in good condition
R10-50 a piece",10,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.32095,27.84873
21494,21493,1014,Baby feeding pillows,2 feeding pillows. Still as good as new. Both for 300,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.07915,27.92563
21506,21505,16562,Baby Items,"White Baby Bath, Snuggletime  Breastfeeding Pillow,Baby Names Book,What to expect when you're expecting book and wall baby photo clip",400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.13263,28.17663
21544,21543,16586,Humidifier,Humidifier - perfect for purifying the air,199,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.13263,28.17663
21598,21597,16621,3 Weeler Chelino pram and carrier with camping cot,3 weeler chelino pram with its carrier in good condition. called a joging pram for its comfart and easy to use any where. has a few scratches at the bottom nothing much. and a camping cot the cot is in working condution but coulor is faded. if you take bot,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.81063,28.31697
21627,21626,16639,"Bargain Bargain!!! Graco Travel System, Campcot + Rocking Chair R1500","Graco Travel System, Capmcot and battery operated rocking chair all for an unbelievable R1500. This is an urgent sale. The travel system is a very good condition. Many accessories included.",1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.91802,30.83841
21640,21639,16647,Camp cot R250,"Used camp cot for sale...yes it was used ...come and view...giveaway prize my baby is now to big for it

Whtapp me on 0715054251",250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-34.11602,18.83891
21664,21663,16667,Graco Eco Trio travel set,"Good condition pram, car seat and basonette. Black and grey.",4500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.05032,27.96298
21858,21857,16791,High Chair,"This one is just ingenious! It can be used as a high chair to avoid food wars during feeding time (for younger babies) and can also be used as a stand alone table and chair (when baby is older). It is incredibly solid and comfortable.

Call or whatsapp i",500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.94139,18.70664
21862,21861,16794,Tommee Tippee electric breast pump,Tommee Tippee electric breast pump te koop met 5 ekstra storage cups.een keer probeer gebruik en besluit op formula,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.71206,28.15639
21906,21905,16819,Camping Cot,Good condition,550,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.32239,28.12397
21972,21971,16862,"Angelcare AC1300 - Video, Movement & Sound Monitor","Angelcare AC1300
Video, Movement and Sound Monitor.
Includes: 
- Nursery Unit (Includes Nursery night light)
- Rechargeable Parent Unit with enclosed lithium battery
- Movement Sensor Pad with cord covers (under the mattress 
  movement sensor pad)
",2500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.04841,28.02621
22050,22049,16918,Safeway car seat,Moto x5 Safeway car seat in good condition,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.8605,28.14445
22134,22133,16964,Deryan Peuter Box (Travel/Camp cot),Woried about where your little one will sleep when travelling...worry no more with this comfortable Travel/Camp cot from Deryan at only R1800.00,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.09632,27.8077
22341,22340,17095,Peg Perego Twin Pram in excellent condition,Selling a beautiful state of the art peg perego twin side by side pram. This is the best twin pram on the market as it fits through any door and it's really light to push and easy to fold. It fits easily into most car boots. It's also in really good condit,2900,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.0963,27.98933
22475,22474,17178,"Secondhand Baby clothes for sale, lots and lots","We have lots of second hand, good condition baby clothes for sale, winter wear ,new born, shirts & pants, shoes... and also adult clothes. 13 Cardigan street, Brakpan, call me or WhatsApp 0637798638",1111,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.29081,28.32282
22530,22529,17211,Pram & car seat,"Chelino Pram & Car Seat, you can fold pram in one hand",1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
22539,22538,17218,Mahogany Sleigh Baby Cot that converts into 3/4 Bed,"Mahogany Sleigh Baby Cot that converts into 3/4 Bed
Cot mattress included but not bed mattress.
Small chips on the bed foots",3500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.14384,27.99519
22581,22580,17246,Quinny Moodd Pram in Immaculate Condition,"Red Quinny Moodd Pram available that has been used a handful of times as this was my secondary Pram.
Not a scratch of scuff on
The Moodd unfolds automatically.
Two Way Reclining Seat
Swivel Wheel and Wheel Suspension.
Adjustable Footrest
Water Resist",7500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.08914,28.10056
22613,22612,17264,baby clothes black bag for sale,black bag full of girls clothes and shoes they are in a very good condition. sizes from prem to 6-12 months. if interested please email,500,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-33.99809,18.73931
22694,22693,17306,Chicco Travel System,"Chicco travel system for sale

Good condition with some minor defect. In perfect working order though.",1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.32736,28.10056
22792,22791,17365,Swing,Kids swing. Folds up. For small kids.,280,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.23259,28.24097
22836,22835,17397,Baby stuff,"Kiddies gates x2 R500 for both
Kids feeding chair which can also convert to a kiddies table R300
Kiddies tri-cycle R350
Kiddies walker R200",1,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.14384,27.99519
22860,22859,2319,baby pram,"baby pram
in a good condition",250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.32239,28.12397
22983,22982,17500,Baby Equipmen,Dit is n musiek apperaat wat by die baba se kot kan op gesit word en in die aand terwyl hy/sy slaap speel dit n dientjie terwyl die baba slaap maak hom rusrig deur die aand werk met battery en is nog in n goeie kondiesie,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-28.72208,24.71132
23399,23398,8486,Graco Camp Cot,"Graco Camp Cot for sale, in excellent condition, available with bed and accessories. Feel free to WhatsApp me on 073 551 6777",950,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.09469,28.01445
23526,23525,13073,Rocking chair for sale,"Very good condition.
Convenient for feeding time.
Contact 0827765862.",1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.81019,27.82773
23670,23669,4522,black scooter in excellent condition,For viewing Sms phone whtsapp Susan as I do not check my mails that often,120,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
23944,23943,18116,mamaroo4moms,best for baby ever,1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.13263,28.17663
23983,23982,18140,Hou baba desig vir uure,Speel hou baba besug,600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.75842,25.39738
24023,24022,18162,Baby eating and sitting chair very good condition. Used only once. Go,Used once.  Very good condition.,650,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
24099,24098,18209,Denim woolworths baby nappy bag R150,Denim Woolworths baby nappy bag for sale.,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.82805,18.49393
24104,24103,2432,baby goods,Bambino feeding chair,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.81019,27.82773
24132,24131,8347,Baby swing chair,"Seat belts
Converts into toddler chair",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12014,27.90147
24163,24162,18237,Wooden rocking chair,Lovely rocking chair for mom to be.,1100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.87935,30.9073
24297,24296,18322,Second hand Baby Girl Clothing,"Second hand girl clothing.
Well looked after.
New infant shoes size O and 1
Age groups 0-3 3-6 6-9/12
More pics available.",10,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-34.04859,18.60569
24335,24334,18348,Chelino camp cot,Hardly used camp cot comes with the mattress and sheet has double level nd a mosquito net,850,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.85866,31.02207
24402,24401,18390,Baby car seater,"i have a nice baby car seater with, m sellng nw tht my baby is old.",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.83776,25.59475
24625,24624,18518,Baby cot duvets and pillow slips,Baby cot duvets and pillow slips r 170 per set hand made,170,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.76872,25.41412
24647,24646,18532,Snookums warmer,Snookums food and bottle warmer,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.51578,29.19139
24676,24675,18550,Angelcare Movement and Sound Baby Monitor,Opened but not used Angelcare movement and sound monitor. It was a duplicate gift. Return if not satisfied within 7 days.,700,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.85276,28.19418
24842,24841,18648,New all All Star Converse leather,New all star Converse. Sizes 10:5. This are very small for my Son. Still in Original package with the till slip. I need to sell or exchage to get him bigger size.,350,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.74148,28.31113
24910,24909,18682,Fetal heart detector,Works 100%,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.71748,28.14153
24994,24993,18738,Walking ring,Walking ring for girls almost brand new,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-30.10577,30.83841
25023,25022,13073,Brand new Madela Swing Breast Pump,"Brand new!
Has never been used.
Contact 0827765862.",1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.81019,27.82773
25036,25035,18768,Winnie the pooh walking ring,Good condition makes music,450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-28.00457,26.77322
25147,25146,18845,Pram stokke ezi car seat,Stokke pram with ezi car seat and cary cot for sale,7000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.66923,27.24821
25155,25154,18851,Mahogany Sleigh Cot,"I have a sleigh cot in mahogany available.
No mattress.
Cot was used and has a few minor nicks and scratches.",2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.48693,30.9819
25383,25382,18993,Chelino Baby Sling,Baby Sling still excellent condition. Very Secure and comfortable for carrying baby with,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.36633,27.89707
25406,25405,19007,camping cot,"brand new large  tec take camping cot with two levels . entry way as well as changing mat for sale. lockable wheel and cover bag
If interested contact me on 0730839110  Bargain at R550.00
This cot cost more than R1000.00",550,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
25474,25473,19051,Twin Stroler pram,Twin stroler pram perfect for twins 6 months and older. Babies can lie down half way and sit up straight. The pram is 7months old and still in very good condition.,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.23259,28.24097
25486,25485,19059,Baby Swing,Plays music and swings. Perfect for rocking baby to sleep or just entertaining baby while you are busy with chores,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.27258,27.81247
25502,25501,19068,Spiderman curtains x 3 plus 2 scatter cushions,Three standard spiderman Marval Kids polyesters curtains and twee scatter cushions.,450,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.74787,28.22927
25554,25553,17500,Baby Equipmen,Dit is n stoeltjie wat jy in die kar kan sit en rond wieg by die huis tot in met die baba tot ruste kom is nog mooi gehalte,450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-28.72208,24.71132
25683,25682,19197,Baby Boy's clothing 6-12 mths,Twin boy clothing various R120 for both. Hardly used,120,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-29.8265,30.97042
25686,25685,19200,Brand new Bumbo floor seat,Brand new Bumbo floor seat - Red,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.10367,27.95419
25743,25742,19245,car bed for sale,Car bed still in good condestion must come and pick him up,2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.75246,28.12982
25750,25749,7022,GREAT PRICE! Breast pump,Manual breast pump. Almost new. Shops price is R270,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.10367,27.95419
25782,25781,14917,Baby monitor,"UK baby monitor with adaptors for SA. Tall to baby function, sound and lights.",250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.85276,28.19418
26143,26142,19494,baby chest of draws,"Baby 4 draw 1 door chest of draws 
1.2 m L x 1 m H x 45cm D
Available in a variety of colors 
Direct from factory shop to you 
Wide rage of furniture in store 

Furniture Factory Shop
116 Ellman street 
Sunderland ridge 
Centurion 
Pretoria 
0826261414",1699,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.86403,28.08886
26274,26273,19581,Baby walker,Baby walker,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
26487,26486,19708,Pigeon bottle and food warmer,In excellent condition,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12326,27.95126
26576,26575,19763,Baby high chair for sale,Baby high chair for sale.,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74787,28.22927
26591,26590,19772,Pram and car seat combo,Pram and car seat both for sale. Good condition selling together.,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.67365,30.97616
26633,26632,3916,Camera monitor with sound,Baby camera monitor with sound. Well.used. in working order.,250,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-29.94495,30.97616
26643,26642,19801,Graco Baby cot,This beautiful cot is up for grabs.,2500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.20293,28.05273
26785,26784,19906,Kids brand new clothes for sale,We have baby items from vest to growers,80,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-29.7165,30.62574
26801,26800,18387,Baby Nursery Decor,Perfect decor for a neutral nursery. Two canvas frames and wall stickers that have not been used. All from Mr Price Home and the same theme and colour.,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.0319,28.05081
26858,26857,19950,Brand New Heart Frames,Brand New Heart Frames,45,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.13729,27.85349
26899,26898,12698,Babe cot top changer,Solid wood baby cot top changer. Never been used. Still has original bix,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.99255,18.51663
26984,26983,20033,Stroller,Baby stroller - folds up similar to an umbrella,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.82639,28.29359
27174,27173,20160,Nursing pillow,Blue nursing pillow,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.99918,28.12629
27257,27256,20216,Todler automatic car,Brand new as its only been used once.,2000,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.71453,27.09705
27394,27393,4104,Brandnew nappybag,Brandnew nappy bag with changing mat,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
27706,27705,20497,Baby chair,baby eating chair self collect R100 Krugersdorp,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.09632,27.8077
27836,27835,20587,Wit plastiek badstoeltjie.,Wit plastiek badstoeltjie vir baba,60,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
27914,27913,13115,12 to 18 moth toddler girls clothing,"23 items for sale, can be collected in Randburg during the week or Alberton and Jhb South on the weekends.",300,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.25732,28.04788
27967,27966,16113,Little One Cot,"Still in excellent condition (did not use it much)
Whatsapp me 0721035008",450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74773,27.88718
27987,27986,20673,Girl/ Boy Mamas & Papas pram for sale,Used and in good condition Mamas & Papas (Sola) pram. Unisex in colour (aubergine) with orange & green ‘tree’ fabric.  Can be reversed to forward facing so that you can see your baby.  Front & rear suspension. Adjustable handle. Lie flat seat.  Lockabl,2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.81063,28.31697
28064,28063,20719,For Sale: Mahogany Sleigh Cot Excellent Condition,"For Sale: Mahogany Sleigh Cot in Excellent Condition. Price: R3400. Collection: Hillcrest, Durban. Contact: 082 531 4694",3400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.77774,30.81544
28281,28280,20842,Baby feeding chair foldable,Blue foldable feedung chair. Great for small spaces and camping. New R280. My price R150. Still perfect condition.,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
28409,28408,15472,Splinter nuwe karstoel,Pienk minni muis karstoel splinternuut,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
28564,28563,21019,Kinderstoeltjies te koop,Gestoffeerde kinderstoeltjies. Netjies afgewerk.,499,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
28617,28616,21051,Camping Cot,"Like new
Mosquito Net
Insert layer for newborns
Additional toy storage tray
Compact once folded",1000,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.0319,28.05081
28637,28636,21064,Nursery rocking chair with rocking footrest,Cream suede and mahogany rocking chair and foot rest from Christina's baby emporium,2500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.16419,28.12982
28783,28782,21152,Angelcare monitor,Angel care monitor in great working condition,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.18263,28.00397
28839,28838,13427,Various Baby Toys,Various baby toys in good condition.,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12014,27.90147
29065,29064,21323,boys clothing. only one owner. 0-3 months.,Boys gently worn clothing. Only 1 owner. 350 for 38 items or 15r each. Call or whatsapp 0833833475.,350,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-33.92128,25.55034
29096,29095,21341,Chelino twin/tandem stroler,Chelino twin/tandem stroler in excellent condition,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.8066,25.50297
29111,29110,21350,Pram and infant seat,Chelino urban detour,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.15154,27.99079
29119,29118,21354,Toddler 2in1 High Chair,Chelino 2in1 feeding high chair. Converts to separate chair and table for play. Excellent condition. R550,550,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-34.01068,18.46915
29227,29226,21408,Pink and beige camp cot,Pink and beige camp cot with all accessories,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.15109,28.36957
29313,29312,21463,mirror for rear facing car seat,"Diono baby mirror for rear facing car seat , retails for R259.99 looking for R150 Neg",150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.14384,27.99519
29613,29612,21658,Baby Car Seat (Safeway),"• Very Good Condition Car Seat
• Clean
• Well Maintained",500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.8105,28.1503
29615,29614,21659,Big special 8pce baby set. All in excellent condition,"Baby mattress, hart monitoring system, feeding chair, miscito net, stroller, training toilet, car chair, sleeping donut.",999,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26072,28.46304
29619,29618,21662,Snuggletime preggie pillow,"Preggie pillow wedge for sale, as new still in plastic. Best comfort while pregnant and can also be used for baby to wedge into their side.",80,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-33.81145,18.50749
29638,29637,21676,Baby nursery wall decor,Sailor theme baby nursery wall decor,40,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.26072,28.46304
29688,29687,21708,250 items baby clothes,"From 3m. Upward to 3years . . Girl mix with boy clothes (no bib,no sock) few veas only )  vall of 250 items for R1100.  All good condition. 0603009747",1100,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.10757,28.0567
29757,29756,21747,Woolworths baby shoes,Woolies mint condition baby girl shoes size 0-2 R50pp,50,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-34.14263,18.86109
29840,29839,21797,Swaai vir kinders,Swaai vir kinders,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.86403,28.08886
29848,29847,21800,Video monitor,"Still new never being used 
Got everything",1900,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.1777,28.34619
29861,29860,21808,Graco pack and play camping cot,Camping cot with pack and play kit,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74787,28.22927
29987,29986,21872,Graco Pram and Car seat and Fisher Price Rocker For Sale,"2nd hand baby goods for sale
still in good condition",1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.94495,30.97616
30108,30107,21946,For sale,Red Manchester stroller,350,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-28.72208,24.71132
30178,30177,21986,Little me 3 wheeler pram for R800,Little me gray and blue 3 wheeler pram for R800,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
